SKU,LOCATION,ON_HAND,AS_IS,MIN_STOCK,UNIT_COST
MA12QQSGCC,Studio City,1,0,0,15.00
MA12QQSGCC,Warehouse,0,0,0,15.00
MA12QQWHCC,Koreatown,1,0,0,15.00
MA12QQWHCC,West LA,0,0,0,15.00
MA12QQWHCC,La Brea,1,0,0,15.00
MA12QQWHCC,Studio City,0,0,0,15.00
MA12QQWHCC,Warehouse,0,0,0,15.00
MA12QQWHCS,Koreatown,0,0,0,49.00
MA12QQWHCS,West LA,0,0,0,49.00
MA12QQWHCS,La Brea,0,0,0,49.00
MA12QQWHCS,Studio City,0,0,0,49.00
MA12QQWHCS,Warehouse,0,0,0,49.00
MA12TTSACS,Koreatown,0,0,0,44.00
MA12TTSACS,Warehouse,0,0,0,44.00
MA12TTSGCS,Warehouse,0,0,0,44.00
MA25CKRABS,Koreatown,0,0,0,71.00
MA25CKRABS,Studio City,0,0,0,71.00
MA25CKRABS,Warehouse,0,0,0,71.00
MA25CKWHBS,Koreatown,1,0,0,71.00
MA25CKWHBS,Warehouse,0,0,0,71.00
MA25FFWHBS,Koreatown,0,0,0,62.00
MA25FFWHBS,Studio City,1,0,0,62.00
MA25FFWHBS,Warehouse,0,0,0,62.00
MA25KKDRBS,Koreatown,0,0,0,70.00
MA25KKDRBS,West LA,0,0,0,70.00
MA25KKDRBS,La Brea,0,0,0,70.00
MA25KKDRBS,Studio City,0,0,0,70.00
MA25KKDRBS,Warehouse,0,0,0,70.00
MA25KKRABS,Warehouse,0,0,0,70.00
MA25KKWHBS,Koreatown,0,0,0,70.00
MA25KKWHBS,West LA,0,0,0,70.00
MA25KKWHBS,La Brea,0,0,0,70.00
MA25KKWHBS,Studio City,0,0,0,70.00
MA25KKWHBS,Warehouse,0,0,0,70.00
MA25QQASBC,Warehouse,0,0,0,18.00
MA25QQASBS,Koreatown,0,0,0,65.00
MA25QQASBS,West LA,0,0,0,65.00
MA25QQASBS,La Brea,0,0,0,65.00
MA25QQASBS,Studio City,1,0,0,65.00
MA25QQASBS,Warehouse,0,0,0,65.00
MA25QQDRBC,Koreatown,0,0,0,18.00
MA25QQDRBC,Warehouse,0,0,0,18.00
MA25QQDRBS,Koreatown,0,0,0,65.00
MA25QQDRBS,La Brea,0,0,0,65.00
MA25QQDRBS,Warehouse,0,0,0,65.00
MA25QQIVBC,Warehouse,0,0,0,17.00
MA25QQRABC,Warehouse,0,0,0,18.00
MA25QQWHBC,Warehouse,0,0,0,18.00
MA25QQWHBS,Koreatown,0,0,0,65.00
MA25QQWHBS,West LA,0,0,0,65.00
MA25QQWHBS,La Brea,0,0,0,65.00
MA25QQWHBS,Warehouse,0,0,0,65.00
MA25SKWHBS,Warehouse,0,0,0,85.00
MA25TXWHBS,Warehouse,0,0,0,57.00
MA90CKDRMS,West LA,0,0,0,27.00
MA90CKDRMS,La Brea,0,0,0,27.00
MA90CKDRMS,Warehouse,0,0,0,27.00
MA90CKWHMS,West LA,0,0,0,27.00
MA90CKWHMS,Warehouse,0,0,0,27.00
MA90FFASMS,Koreatown,0,0,0,21.00
MA90FFASMS,West LA,0,0,0,21.00
MA90FFASMS,Studio City,1,0,0,21.00
MA90FFASMS,Warehouse,0,0,0,21.00
MA90FFWHMS,Koreatown,0,0,0,21.00
MA90FFWHMS,West LA,0,0,0,21.00
MA90FFWHMS,Warehouse,0,0,0,21.00
MA90KKDRMS,Koreatown,0,0,0,26.00
MA90KKDRMS,West LA,0,0,0,26.00
MA90KKDRMS,La Brea,0,0,0,26.00
MA90KKDRMS,Studio City,0,0,0,26.00
MA90KKDRMS,Warehouse,0,0,0,26.00
MA90KKFEMS,Koreatown,0,0,0,24.00
MA90KKFEMS,Studio City,0,0,0,24.00
MA90KKFEMS,Warehouse,0,0,0,24.00
MA90KKPAMS,Koreatown,0,0,0,28.00
MA90KKPAMS,West LA,0,0,0,28.00
MA90KKPAMS,Studio City,0,0,0,28.00
MA90KKPAMS,Warehouse,0,0,0,28.00
MA90KKWHMS,Koreatown,0,0,0,28.00
MA90KKWHMS,West LA,1,0,0,28.00
MA90KKWHMS,Studio City,0,0,0,28.00
MA90KKWHMS,Warehouse,0,0,0,28.00
MA90QQASMS,Koreatown,0,0,0,25.00
MA90QQASMS,West LA,0,0,0,25.00
MA90QQASMS,La Brea,0,0,0,25.00
MA90QQASMS,Studio City,0,0,0,25.00
MA90QQASMS,Warehouse,0,0,0,25.00
MA90QQASPC,West LA,0,0,0,11.00
MA90QQASPC,Warehouse,0,0,0,11.00
MA90QQBHPC,Koreatown,0,0,0,10.00
MA90QQBHPC,West LA,0,0,0,10.00
MA90QQBHPC,La Brea,0,0,0,10.00
MA90QQBHPC,Studio City,0,0,0,10.00
MA90QQBHPC,Warehouse,0,0,0,10.00
MA90QQDRMS,Koreatown,0,0,0,25.00
MA90QQDRMS,West LA,1,1,0,25.00
MA90QQDRMS,La Brea,0,0,0,25.00
MA90QQDRMS,Studio City,1,0,0,25.00
MA90QQDRMS,Warehouse,0,0,0,25.00
MA90QQDRPC,Warehouse,0,0,0,11.00
MA90QQFEMS,Koreatown,0,0,0,21.00
MA90QQFEMS,West LA,0,0,0,21.00
MA90QQFEMS,La Brea,0,0,0,21.00
MA90QQFEMS,Studio City,1,0,0,21.00
MA90QQFEMS,Warehouse,0,0,0,21.00
MA90QQFEPC,Koreatown,2,0,0,10.00
MA90QQFEPC,West LA,1,0,0,10.00
MA90QQFEPC,La Brea,0,0,0,10.00
MA90QQFEPC,Studio City,0,0,0,10.00
MA90QQFEPC,Warehouse,0,0,0,10.00
MA90QQPAMS,Koreatown,0,0,0,25.00
MA90QQPAMS,West LA,0,0,0,25.00
MA90QQPAMS,La Brea,0,0,0,25.00
MA90QQPAMS,Studio City,1,0,0,25.00
MA90QQPAMS,Warehouse,0,0,0,25.00
MA90QQPAPC,Koreatown,0,0,0,11.00
MA90QQPAPC,West LA,1,0,0,11.00
MA90QQPAPC,La Brea,0,0,0,11.00
MA90QQPAPC,Studio City,0,0,0,11.00
MA90QQPAPC,Warehouse,0,0,0,11.00
MA90QQWHMS,Koreatown,0,0,0,23.00
MA90QQWHMS,West LA,0,0,0,23.00
MA90QQWHMS,La Brea,0,0,0,23.00
MA90QQWHMS,Warehouse,0,0,0,23.00
MA90QQWHPC,Koreatown,1,0,0,11.00
MA90QQWHPC,West LA,2,0,0,11.00
MA90QQWHPC,La Brea,0,0,0,11.00
MA90QQWHPC,Studio City,0,0,0,11.00
MA90QQWHPC,Warehouse,0,0,0,11.00
MA90TTPAMS,Koreatown,0,0,0,20.00
MA90TTPAMS,West LA,1,0,0,20.00
MA90TTPAMS,La Brea,0,0,0,20.00
MA90TTPAMS,Studio City,0,0,0,20.00
MA90TTPAMS,Warehouse,0,0,0,20.00
MA90TTWHMS,Koreatown,0,0,0,20.00
MA90TTWHMS,West LA,3,0,0,20.00
MA90TTWHMS,La Brea,0,0,0,20.00
MA90TTWHMS,Studio City,1,0,0,20.00
MA90TTWHMS,Warehouse,0,0,0,20.00
MAS6CKCCSS,Warehouse,0,0,0,135.00
MAS6CKFLSS,Warehouse,0,0,0,135.00
MAS6CKWHSS,Warehouse,0,0,0,135.00
MAS6FFCCSS,Warehouse,0,0,0,100.00
MAS6FFFLSS,Warehouse,0,0,0,100.00
MAS6FFSMSS,Warehouse,0,0,0,100.00
MAS6FFWHSS,Warehouse,0,0,0,100.00
MAS6KKSMSS,Koreatown,0,0,0,125.00
MAS6KKSMSS,La Brea,0,0,0,125.00
MAS6KKSMSS,Studio City,0,0,0,125.00
MAS6KKSMSS,Warehouse,0,0,0,125.00
MAS6KKWHSS,Koreatown,0,0,0,135.00
MAS6KKWHSS,West LA,0,0,0,135.00
MAS6KKWHSS,La Brea,0,0,0,135.00
MAS6KKWHSS,Studio City,1,0,0,135.00
MAS6KKWHSS,Warehouse,0,0,0,135.00
MAS6QQCCPC,Warehouse,0,0,0,22.00
MAS6QQCCSS,Koreatown,0,0,0,110.00
MAS6QQCCSS,West LA,0,0,0,110.00
MAS6QQCCSS,La Brea,0,0,0,110.00
MAS6QQCCSS,Warehouse,0,0,0,110.00
MAS6QQFLPC,Warehouse,0,0,0,22.00
MAS6QQFLSS,Koreatown,0,0,0,110.00
MAS6QQFLSS,West LA,0,0,0,110.00
MAS6QQFLSS,La Brea,1,0,0,110.00
MAS6QQFLSS,Studio City,0,0,0,110.00
MAS6QQFLSS,Warehouse,0,0,0,110.00
MAS6QQSMPC,Koreatown,1,0,0,22.00
MAS6QQSMPC,West LA,2,0,0,22.00
MAS6QQSMPC,La Brea,0,0,0,22.00
MAS6QQSMPC,Studio City,1,1,0,22.00
MAS6QQSMPC,Warehouse,0,0,0,22.00
MAS6QQSMSS,West LA,1,0,0,110.00
MAS6QQSMSS,La Brea,0,0,0,110.00
MAS6QQSMSS,Warehouse,0,0,0,110.00
MAS6QQWHPC,Koreatown,0,0,0,22.00
MAS6QQWHPC,West LA,1,0,0,22.00
MAS6QQWHPC,La Brea,0,0,0,22.00
MAS6QQWHPC,Studio City,1,0,0,22.00
MAS6QQWHPC,Warehouse,0,0,0,22.00
MAS6TXCCSS,Warehouse,0,0,0,95.00
MAS6TXFLSS,Warehouse,0,0,0,95.00
MAS6TXWHSS,Warehouse,0,0,0,95.00
PCUB-B,Koreatown,0,0,0,26.00
PCUB-B,West LA,1,0,0,26.00
PCUB-B,Warehouse,0,0,0,26.00
PCUB-SL,La Brea,1,1,0,26.00
PCUB-SL,Studio City,0,0,0,26.00
PCUB-SL,Warehouse,0,0,0,26.00
STCKCHEASTPL,Warehouse,0,0,0,215.00
STCKOAEASTPL,Warehouse,0,0,0,200.00
STCKOAWATSPL,Warehouse,0,0,0,325.00
STDUNCUPLQQCH,Warehouse,1,1,0,300.00
STDUNCUPLQQST,West LA,1,0,0,300.00
STDUNCUPLQQST,Warehouse,0,0,0,300.00
STFFDECARLHB,West LA,0,0,0,125.00
STFFDECARLHB,Warehouse,0,0,0,125.00
STFFSTBLWBHB,West LA,1,1,0,71.98
STFFSTBLWBHB,Warehouse,0,0,0,71.98
STKKCHBLWBHB,Koreatown,1,1,0,195.00
STKKCHBLWBHB,Warehouse,0,0,0,195.00
STKKCHCARLHB,Warehouse,0,0,0,150.00
STKKCHSCORHB,West LA,0,0,0,165.00
STKKCHSCORHB,La Brea,0,0,0,165.00
STKKCHSCORHB,Warehouse,0,0,0,165.00
STKKOACARLHB,Warehouse,0,0,0,160.00
STKKSTCARLHB,Warehouse,0,0,0,160.00
STKKSTEASTPL,Warehouse,0,0,0,215.00
STKKSTHENNHB,La Brea,0,0,0,150.00
STKKSTHENNHB,Warehouse,0,0,0,150.00
STKKSTSCORHB,La Brea,0,0,0,165.00
STKKSTSCORHB,Warehouse,0,0,0,165.00
STQQCHBLWBHB,West LA,1,1,0,170.00
STQQCHBLWBHB,Studio City,0,0,0,170.00
STQQCHBLWBHB,Warehouse,0,0,0,170.00
STQQCHCARLHB,West LA,1,1,0,135.00
STQQCHCARLHB,Warehouse,0,0,0,135.00
STQQCHEASTPL,West LA,1,1,0,180.00
STQQCHEASTPL,Warehouse,0,0,0,180.00
STQQCHHENNHB,West LA,1,1,0,135.00
STQQCHHENNHB,Warehouse,0,0,0,135.00
STQQCHSCORHB,West LA,1,1,0,130.00
STQQCHSCORHB,Warehouse,0,0,0,130.00
STQQOABLWBHB,West LA,1,1,0,150.00
STQQOABLWBHB,Warehouse,0,0,0,150.00
STQQOACARLHB,West LA,0,0,0,135.00
STQQOACARLHB,La Brea,0,0,0,135.00
STQQOACARLHB,Warehouse,0,0,0,135.00
STQQOAEASTPL,Warehouse,0,0,0,180.00
STQQOAHENNHB,West LA,1,1,0,120.00
STQQOAHENNHB,Warehouse,0,0,0,120.00
STQQOASCORHB,West LA,0,0,0,150.00
STQQOASCORHB,Warehouse,0,0,0,150.00
STQQSTBLWBHB,West LA,1,1,0,150.00
STQQSTBLWBHB,Warehouse,0,0,0,150.00
STQQSTCARLHB,West LA,1,1,0,135.00
STQQSTCARLHB,Warehouse,0,0,0,135.00
STQQSTHENNHB,West LA,1,1,0,120.00
STQQSTHENNHB,La Brea,0,0,0,120.00
STQQSTHENNHB,Studio City,0,0,0,120.00
STQQSTHENNHB,Warehouse,0,0,0,120.00
STQQSTSCORHB,West LA,1,1,0,150.00
STQQSTSCORHB,La Brea,1,1,0,150.00
STQQSTSCORHB,Studio City,0,0,0,150.00
STQQSTSCORHB,Warehouse,0,0,0,150.00
STQQSTWATSPL,West LA,0,0,0,275.00
STQQSTWATSPL,Warehouse,1,0,0,275.00
STS755QQAB,La Brea,0,0,0,900.00
STS755QQAB,Warehouse,0,0,0,900.00
STS755SCAB,Warehouse,0,0,0,800.00
STTTSTCARLHB,West LA,0,0,0,110.00
STTTSTCARLHB,Warehouse,0,0,0,110.00
STTTSTHENNHB,West LA,0,0,0,110.00
STTTSTHENNHB,Warehouse,0,0,0,110.00
WK02FFCHCS,Warehouse,0,0,0,24.98
WO162CKWHLS,West LA,1,0,0,214.00
WO162CKWHLS,La Brea,0,0,0,214.00
WO162CKWHLS,Studio City,0,0,0,214.00
WO162CKWHLS,Warehouse,0,0,0,214.00
ZZKK00GM,Warehouse,0,0,0,22.00
ZZKK3L90DD,Koreatown,0,0,0,55.00
ZZKK3L90DD,Warehouse,0,0,0,55.00
ZZKKX2QC,Warehouse,0,0,0,42.00
ZZQQ00GM,West LA,0,0,0,18.00
ZZQQ00GM,Warehouse,20,0,0,18.00
ZZQQ3L90DD,Koreatown,0,0,0,50.00
ZZQQ3L90DD,West LA,0,0,0,50.00
ZZQQ3L90DD,La Brea,0,0,0,50.00
ZZQQ3L90DD,Studio City,0,0,0,50.00
ZZQQ3L90DD,Warehouse,2,2,0,50.00
ZZQQMPCCLT,Koreatown,0,0,0,50.00
ZZQQMPCCLT,West LA,0,0,0,50.00
ZZQQMPCCLT,La Brea,1,1,0,50.00
ZZQQMPCCLT,Studio City,0,0,0,50.00
ZZQQMPCCLT,Warehouse,0,0,0,50.00
ZZQQX2QC,West LA,0,0,0,37.00
ZZQQX2QC,Warehouse,0,0,0,37.00
1M-Q80-1,Warehouse,0,0,0,199.00
CTLR-WIRE,Warehouse,0,0,0,
CVKF-75,Warehouse,0,0,0,40.00
CVKF-80,Warehouse,0,0,0,40.00
CVKQ-80,Studio City,0,0,0,40.00
CVKQ-80,Warehouse,0,0,0,40.00
CVKT-75,Warehouse,0,0,0,35.00
CVKT-80,Koreatown,0,0,0,35.00
CVKT-80,Warehouse,2,0,0,35.00
CVKT-84,Warehouse,0,0,0,35.00
EBQN-80-02,Warehouse,0,0,0,315.00
EBQN-80-RHMT-03,Warehouse,0,0,0,355.00
EBTW-84-RHMT-03,Warehouse,0,0,0,320.00
ETFL-75-RHMT-01,Warehouse,0,0,0,290.00
ETFL-75-RHMT-02,Warehouse,0,0,0,330.00
ETFL-75-RHMT-03,Warehouse,0,0,0,370.00
ETFL-80-RHMT-01,Warehouse,0,0,0,300.00
ETFL-80-RHMT-02,Koreatown,0,0,0,340.00
ETFL-80-RHMT-02,Warehouse,0,0,0,340.00
ETFL-80-RHMT-03,Warehouse,0,0,0,380.00
ETQN-80-RHMT-01,Studio City,0,0,0,315.00
ETQN-80-RHMT-01,Warehouse,0,0,0,315.00
ETQN-80-RHMT-02,Koreatown,1,1,0,355.00
ETQN-80-RHMT-02,Warehouse,0,0,0,355.00
ETQN-80-RHMT-03,Koreatown,0,0,0,395.00
ETQN-80-RHMT-03,West LA,0,0,0,395.00
ETQN-80-RHMT-03,La Brea,0,0,0,395.00
ETQN-80-RHMT-03,Studio City,1,1,0,395.00
ETQN-80-RHMT-03,Warehouse,0,0,0,395.00
ETTW-75-RHMT-01,Warehouse,0,0,0,280.00
ETTW-75-RHMT-02,La Brea,0,0,0,320.00
ETTW-75-RHMT-02,Warehouse,0,0,0,320.00
ETTW-75-RHMT-03,Warehouse,0,0,0,360.00
ETTW-80-RHMT-01,Warehouse,1,0,0,280.00
ETTW-80-RHMT-01-BRWN,Warehouse,2,0,0,280.00
ETTW-80-RHMT-01-GRAY,Warehouse,2,0,0,280.00
ETTW-80-RHMT-02,La Brea,1,0,0,320.00
ETTW-80-RHMT-02,Warehouse,2,2,0,320.00
ETTW-80-RHMT-03,Warehouse,0,0,0,360.00
ETTW-80-RHMT-03-GREY,La Brea,0,0,0,360.00
ETTW-80-RHMT-03-GREY,Warehouse,0,0,0,360.00
ETTW-84-RHMT-01,Warehouse,0,0,0,280.00
ETTW-84-RHMT-02,Koreatown,0,0,0,320.00
ETTW-84-RHMT-02,Warehouse,3,0,0,320.00
ETTW-84-RHMT-03,Warehouse,0,0,0,360.00
ETTW-84-RHMT-03-BLUE,Warehouse,0,0,0,360.00
FFL-60,Warehouse,0,0,0,74.95
GREY-ETTW-80-RHMT-02,La Brea,0,0,0,320.00
GREY-ETTW-80-RHMT-02,Warehouse,2,1,0,320.00
HDBB-1,West LA,0,0,0,20.00
HDBB-1,Warehouse,2,0,0,20.00
HJC8-BT,Warehouse,0,0,0,50.00
HL-F75-2-FL,Warehouse,0,0,0,299.00
HL-F75-3-F,Warehouse,0,0,0,419.00
HL-K72-2-CK,Warehouse,0,0,0,439.00
HL-K72-3-CK,Warehouse,0,0,0,539.00
HL-K76-2-EK,La Brea,0,0,0,439.00
HL-K76-2-EK,Warehouse,2,1,0,439.00
HL-K76-3-EK,Warehouse,0,0,0,539.00
HL-Q80-2-Q,Koreatown,1,1,0,329.00
HL-Q80-2-Q,West LA,1,1,0,329.00
HL-Q80-2-Q,La Brea,1,1,0,329.00
HL-Q80-2-Q,Studio City,0,0,0,329.00
HL-Q80-2-Q,Warehouse,0,0,0,329.00
HL-Q80-3-Q,Koreatown,1,1,0,429.00
HL-Q80-3-Q,West LA,0,0,0,429.00
HL-Q80-3-Q,La Brea,1,1,0,429.00
HL-Q80-3-Q,Studio City,1,1,0,429.00
HL-Q80-3-Q,Warehouse,0,0,0,429.00
HL-T75-2-T,La Brea,0,0,0,269.00
HL-T75-2-T,Warehouse,0,0,0,269.00
HL-T80-2-TXL,West LA,0,0,0,269.00
HL-T80-2-TXL,Warehouse,1,0,0,269.00
HL-T80-2-TXL1,Warehouse,0,0,0,269.00
HL-T80-3-T,Warehouse,1,1,0,379.00
HL-T80-3-TXL,West LA,2,2,0,379.00
HL-T80-3-TXL,Warehouse,0,0,0,379.00
HL-T84-2-SCK,Warehouse,0,0,0,269.00
HL-T84-3-SCK,Warehouse,0,0,0,379.00
HU-CKG-RHMT-01,Warehouse,0,0,0,210.00
HU-CKG-RHMT-02,Warehouse,0,0,0,250.00
HU-EKG-RHMT-01,Warehouse,0,0,0,210.00
HU-EKG-RHMT-02,Warehouse,0,0,0,250.00
HU-QEN-RHMT-02,Warehouse,0,0,0,210.00
HUFF-72,Warehouse,0,0,0,210.00
LED-UBL,Warehouse,0,0,0,12.00
SAB-QEN,West LA,0,0,0,899.95
SAB-QEN,Warehouse,0,0,0,899.95
SHQ-80,Warehouse,0,0,0,549.00
SMF-75-WIRELESS,Warehouse,0,0,0,330.00
SMQ-80-WIRED,West LA,0,0,0,336.80
SMQ-80-WIRED,Studio City,0,0,0,336.80
SMQ-80-WIRED,Warehouse,0,0,0,336.80
SMT-75-WIRELESS,Warehouse,0,0,0,336.80
SMT-84-WIRELESS,Warehouse,0,0,0,346.80
SOLUTIONS-3PC-LEG,Koreatown,0,0,0,12.95
SOLUTIONS-3PC-LEG,West LA,0,0,0,12.95
SOLUTIONS-3PC-LEG,La Brea,0,0,0,12.95
SOLUTIONS-3PC-LEG,Studio City,0,0,0,12.95
SOLUTIONS-3PC-LEG,Warehouse,0,0,0,12.95
SOLUTIONS-6INCH-LEG,Warehouse,0,0,0,12.95
TFB-TCK,Warehouse,0,0,0,789.95
WIRELESS-REMOTE,Koreatown,0,0,0,5.00
WIRELESS-REMOTE,Warehouse,0,0,0,5.00
YCABLE,Warehouse,0,0,0,29.95
BAM0142,Koreatown,0,0,0,20.00
BAM0142,Warehouse,0,0,0,20.00
BOM1109,Warehouse,0,0,0,38.70
BOM1209,West LA,0,0,0,38.70
BOM1209,Warehouse,0,0,0,38.70
BOM1213,West LA,0,0,0,38.70
BOM1213,Warehouse,0,0,0,38.70
BOM1236,West LA,0,0,0,38.70
BOM1236,Warehouse,0,0,0,38.70
P0128,Koreatown,0,0,0,28.07
P0128,West LA,1,0,0,28.07
P0128,La Brea,0,0,0,28.07
P0128,Studio City,0,0,0,28.07
P0128,Warehouse,1,1,0,28.07
P0142,West LA,0,0,0,34.16
P0142,La Brea,0,0,0,34.16
P0142,Warehouse,2,2,0,34.16
P0159,Warehouse,0,0,0,28.00
P0197,West LA,0,0,0,24.40
P0197,La Brea,0,0,0,24.40
P0197,Warehouse,2,0,0,24.40
TSP0111,West LA,5,0,0,35.39
TSP0111,Warehouse,4,0,0,35.39
TSP0128,Koreatown,0,0,0,39.04
TSP0128,West LA,0,0,0,39.04
TSP0128,La Brea,0,0,0,39.04
TSP0128,Studio City,0,0,0,39.04
TSP0128,Warehouse,0,0,0,39.04
TSP0135,Koreatown,0,0,0,43.92
TSP0135,West LA,9,0,0,43.92
TSP0135,La Brea,3,1,0,43.92
TSP0135,Studio City,0,0,0,43.92
TSP0135,Warehouse,26,4,0,43.92
TSP0142,Koreatown,0,0,0,53.69
TSP0142,West LA,9,1,0,53.69
TSP0142,La Brea,0,0,0,53.69
TSP0142,Studio City,0,0,0,53.69
TSP0142,Warehouse,13,2,0,53.69
TSP0159,West LA,2,0,0,57.35
TSP0159,Warehouse,4,0,0,57.35
TSP0159S,West LA,2,0,0,39.05
TSP0159S,Warehouse,2,0,0,39.05
TSP0197,West LA,2,0,0,36.60
TSP0197,La Brea,0,0,0,36.60
TSP0197,Warehouse,9,1,0,36.60
TSP0232,Warehouse,0,0,0,36.55
TSS0128,Koreatown,1,0,0,97.61
TSS0128,West LA,6,0,0,97.61
TSS0128,La Brea,6,0,0,97.61
TSS0128,Studio City,0,0,0,97.61
TSS0128,Warehouse,15,0,0,97.61
TSS0142,Warehouse,0,0,0,34.00
3-IN-1-LEGS,Warehouse,3,0,0,31.00
9T24.04-E63-F100.2-Q,La Brea,2,2,0,849.00
9T24.04-E63-F100.2-Q,Studio City,1,1,0,849.00
9T24.04-E63-F100.2-Q,Warehouse,1,1,0,849.00
ABL300,Warehouse,1,0,0,20.00
AM-BT-S01,Warehouse,1,1,0,199.00
POP-KSK-001,Warehouse,2,2,0,0.00
R400-Q,West LA,1,1,0,450.00
R400-SCK,Warehouse,2,0,0,420.00
R650-Q,Koreatown,2,2,0,800.00
1000004,Warehouse,0,0,0,40.00
1310047,Warehouse,0,0,0,1135.00
1310110,Warehouse,0,0,0,320.00
1310111,Warehouse,1,1,0,320.00
1310114,Koreatown,1,1,0,366.00
1310114,West LA,1,1,0,366.00
1310114,La Brea,1,1,0,366.00
1310114,Studio City,1,1,0,366.00
1310120,Koreatown,1,1,0,478.00
1310120,West LA,1,1,0,478.00
1310120,La Brea,1,1,0,478.00
1310120,Studio City,2,2,0,478.00
1310120,Warehouse,10,0,0,478.00
1310122,Warehouse,2,0,0,617.00
1310164,La Brea,1,1,0,614.00
1310164,Studio City,1,1,0,614.00
1310164,Warehouse,1,0,0,614.00
1310172,Warehouse,1,0,0,670.00
1310174,Koreatown,1,1,0,726.00
1310174,West LA,1,1,0,726.00
1310174,Warehouse,4,0,0,726.00
1310176,Warehouse,2,0,0,888.00
1310181,West LA,1,1,0,267.00
1310181,Warehouse,1,0,0,267.00
1350002,Warehouse,1,1,0,108.00
1350225,La Brea,1,1,0,108.00
1350232,La Brea,1,1,0,108.00
2310014,Koreatown,1,1,0,28.00
2310014,West LA,1,1,0,28.00
2310014,Warehouse,2,0,0,28.00
2310081,La Brea,6,6,0,6.00
2310081,Studio City,6,0,0,6.00
2310081,Warehouse,49,0,0,6.00
4760002,La Brea,1,0,0,8.95
4760002,Warehouse,1,1,0,8.95
4760004,Warehouse,0,0,0,7.95
DQKG6,West LA,1,1,0,43.45
DQKG6,Warehouse,0,0,0,43.45
DTQG5,La Brea,1,1,0,36.46
DTQG5,Warehouse,3,0,0,36.46
DTQSG4,Warehouse,0,0,0,30.95
I-CS374PG,Warehouse,0,0,0,40.00
I-PK165,Warehouse,0,0,0,34.00
MP100-CK,Koreatown,1,0,0,14.75
MP100-CK,West LA,2,0,0,14.75
MP100-CK,La Brea,1,0,0,14.75
MP100-CK,Studio City,0,0,0,14.75
MP100-CK,Warehouse,0,0,0,14.75
MP100-F,Koreatown,0,0,0,12.50
MP100-F,West LA,1,0,0,12.50
MP100-F,La Brea,1,0,0,12.50
MP100-F,Studio City,0,0,0,12.50
MP100-F,Warehouse,0,0,0,12.50
MP100-K,Koreatown,0,0,0,14.75
MP100-K,West LA,0,0,0,14.75
MP100-K,La Brea,9,0,0,14.75
MP100-K,Studio City,0,0,0,14.75
MP100-K,Warehouse,1,0,0,14.75
MP100-Q,Koreatown,3,0,0,12.50
MP100-Q,West LA,3,0,0,12.50
MP100-Q,La Brea,1,0,0,12.50
MP100-Q,Studio City,1,0,0,12.50
MP100-Q,Warehouse,1,1,0,12.50
MP100-T,Koreatown,1,0,0,10.25
MP100-T,West LA,1,0,0,10.25
MP100-T,La Brea,0,0,0,10.25
MP100-T,Studio City,0,0,0,10.25
MP100-T,Warehouse,0,0,0,10.25
MP100-TXL,La Brea,0,0,0,10.25
MP100-TXL,Warehouse,0,0,0,10.25
MP200-Q,Koreatown,9,0,0,17.00
MP200-Q,West LA,3,0,0,17.00
MP200-Q,La Brea,6,0,0,17.00
MP200-Q,Studio City,2,0,0,17.00
MP200-Q,Warehouse,12,0,0,17.00
MP200-T,Koreatown,2,0,0,15.75
MP200-T,La Brea,0,0,0,15.75
MP200-T,Warehouse,0,0,0,15.75
MP200-TXL,West LA,0,0,0,12.00
MP200-TXL,Warehouse,2,0,0,12.00
RZ-CLOUD-Q,Koreatown,4,1,0,30.00
RZ-CLOUD-Q,West LA,4,1,0,30.00
RZ-CLOUD-Q,La Brea,6,1,0,30.00
RZ-CLOUD-Q,Studio City,1,0,0,30.00
RZ-CLOUD-Q,Warehouse,4,2,0,30.00
RZ-CONTOUR-K,Warehouse,0,0,0,45.00
RZ-CONTOUR-Q,Koreatown,8,0,0,35.00
RZ-CONTOUR-Q,West LA,2,1,0,35.00
RZ-CONTOUR-Q,La Brea,6,1,0,35.00
RZ-CONTOUR-Q,Studio City,6,2,0,35.00
RZ-CONTOUR-Q,Warehouse,18,0,0,35.00
RZ-PUFF-Q,Koreatown,0,0,0,30.00
RZ-PUFF-Q,West LA,0,0,0,30.00
RZ-PUFF-Q,La Brea,0,0,0,30.00
RZ-PUFF-Q,Studio City,1,1,0,30.00
RZ-PUFF-Q,Warehouse,0,0,0,30.00
STFG4,Warehouse,0,0,0,22.65
TFQ9903,Warehouse,0,0,0,20.00
MLPK,West LA,1,1,0,70.00
MLPK,La Brea,1,1,0,70.00
MLPK,Studio City,1,1,0,70.00
MLPK,Warehouse,3,0,0,70.00
MLPQ,West LA,1,1,0,65.00
MLPQ,La Brea,1,0,0,65.00
MLPQ,Studio City,1,1,0,65.00
MLPQ,Warehouse,4,0,0,65.00
MLPS,West LA,2,1,0,60.00
MLPS,La Brea,1,1,0,60.00
MLPS,Studio City,1,1,0,60.00
MLPS,Warehouse,4,0,0,60.00
MPCK,West LA,1,0,0,90.00
MPCK,Warehouse,2,0,0,90.00
MPF,Warehouse,0,0,0,75.00
MPK,Warehouse,0,0,0,90.00
MPQ,Warehouse,0,0,0,85.00
MPSCK,Warehouse,0,0,0,73.00
MPT,Warehouse,0,0,0,70.00
MPTXL,Warehouse,0,0,0,73.00
MWLTTX,Warehouse,0,0,0,220.00
